2016-03-07 14:24:20.199700,40.75,37.83,6.5168,411.96,73.0,Mostly Cloudy,1267.75,82.0,Moderate
2016-03-07 14:25:27.186531,40.73,37.81,6.5168,411.96,73.0,Mostly Cloudy,1268.35,82.0,Moderate
